scenario,initialization,h,dt,t,J_red,Q_outer_red,bulk_balance_residual,bulk_balance_normalized,robin_flux_mismatch,M_red,mass_red,energy_red
time_dependent,prepared,0.08,0.001,0.0,0.7246376811594207,0.7246376811594203,0.0,0.0,0.0,0.0,0.3623188405797006,0.08751662815935032
time_dependent,prepared,0.08,0.001,0.001,0.7166144948161776,0.724637681159476,3.083644450896372e-14,2.127714671118288e-14,2.7533531010703882e-14,0.0007166144948161776,0.36231081739336085,0.08751099815267391
time_dependent,prepared,0.08,0.001,0.002,0.7099612280241436,0.7246376811594583,6.547366815379263e-14,4.5176831026112507e-14,-2.5424107263916085e-14,0.0014265757228403213,0.3622961409402385,0.08750079357149915
time_dependent,prepared,0.08,0.001,0.003,0.7041021123101577,0.7246376811594109,8.202466483808735e-14,5.65970187382778e-14,-5.2513549064769904e-14,0.0021306778351504792,0.3622756053713714,0.08748662714789879
time_dependent,prepared,0.08,0.001,0.004,0.6987901773859078,0.724637681159182,7.954747971439247e-14,5.4887761002945827e-14,-7.438494264988549e-14,0.0028294680125363868,0.3622497578675868,0.08746892157902401
time_dependent,prepared,0.08,0.001,0.005,0.6938890576095978,0.7246376811581081,8.837028331321051e-14,6.097549548622195e-14,-1.13464793116691e-13,0.003523357070145985,0.36221900924404615,0.08744799457229249
time_dependent,prepared,0.08,0.001,0.006,0.6893129376309773,0.7246376811540373,5.598299601672352e-14,3.862826725182469e-14,-5.706546346573305e-14,0.004212670007776962,0.36218368450054017,0.08742409772813163
time_dependent,prepared,0.08,0.001,0.007,0.6850032275204566,0.7246376811407983,1.289107709467885e-13,8.894843195556197e-14,-1.3000711618360583e-13,0.004897673235297419,0.36214405004692524,0.08739743748817477
time_dependent,prepared,0.08,0.001,0.008,0.6809176165545815,0.7246376811028346,-1.2205514376972815e-14,8.421804920768958e-15,1.5432100042289676e-14,0.005578590851852,0.36210032998236724,0.0873681876649599
time_dependent,prepared,0.08,0.001,0.009000000000000001,0.6770242656834554,0.7246376810047415,2.8095581416920368e-14,1.9385951181812742e-14,-2.6756374893466273e-14,0.006255615117535455,0.3620527165670408,0.08733649750414277
time_dependent,prepared,0.08,0.001,0.01,0.6732984467335836,0.7246376807726116,6.742523206426654e-14,4.6523410149175754e-14,-7.238654120556021e-14,0.006928913564269039,0.36200137733300847,0.08730249716091053
time_dependent,prepared,0.08,0.001,0.011,0.6697204667993407,0.7246376802635704,8.268385975895853e-14,5.705186330420979e-14,-8.204548151979907e-14,0.00759863403106838,0.3619464601195518,0.08726630157902483
time_dependent,prepared,0.08,0.001,0.012,0.6662743196925791,0.7246376792189395,5.0633108816811045e-14,3.49368451771545e-14,-5.062616992290714e-14,0.008264908350760958,0.3618880967600132,0.08722801333186309
time_dependent,prepared,0.08,0.001,0.013000000000000001,0.6629467733688444,0.7246376771964956,1.0032252806269071e-13,6.922254474181855e-14,-9.57012247226885e-14,0.008927855124129802,0.3618264058561866,0.08718772476084882
time_dependent,prepared,0.08,0.001,0.014,0.6597267313731662,0.7246376734776967,5.4511950509095186e-14,3.7613246250003955e-14,-5.129230373768223e-14,0.009587581855502968,0.36176149491408505,0.08714551962216839
time_dependent,prepared,0.08,0.001,0.015,0.6566047733328447,0.7246376669464518,1.1861345239339016e-13,8.184328375669822e-14,-1.1368683772161603e-13,0.010244186628835814,0.3616934620204702,0.0871014743795533
time_dependent,prepared,0.08,0.001,0.016,0.6535728163229071,0.7246376559374533,1.9234613901630837e-14,1.327188405407047e-14,-1.2545520178264269e-14,0.01089775944515872,0.36162239718085387,0.08705565923620236
