scenario,initialization,h,dt,t,J_full,Q_outer_full,bulk_balance_residual,bulk_balance_normalized,M_full,mass_bulk_full,energy_bulk_full,mass_coating_full
time_dependent,prepared,0.01,0.001,0.0,0.7633587786259542,0.7633587786259542,0.0,0.0,0.0,0.3816793893129784,0.09711943748421432,0.009961832061068683
time_dependent,prepared,0.01,0.001,0.001,0.7446562178258053,0.7633587786259579,3.594347042223944e-14,2.3542973126566167e-14,0.0007446562178258053,0.3816606867521921,0.09710561381996496,0.00995307172464772
time_dependent,prepared,0.01,0.001,0.002,0.7327809151713487,0.7633587786259558,1.8193779816044753e-14,1.1916925779509146e-14,0.001477437132997154,0.381630108888721,0.09708324766269483,0.009943722391072954
time_dependent,prepared,0.01,0.001,0.003,0.7237679202850558,0.7633587786258855,3.469446951953614e-15,2.2724877535298165e-15,0.0022012050532822097,0.3815905180303871,0.0970545474744694,0.009934221792396872
time_dependent,prepared,0.01,0.001,0.004,0.7162538881226531,0.7633587786253496,3.001071613439876e-14,1.965701906804637e-14,0.002917458941404863,0.38154341313988205,0.09702067040215745,0.009924652485670385
time_dependent,prepared,0.01,0.001,0.005,0.7096858019674798,0.7633587786229591,3.406996906818449e-15,2.231582973974835e-15,0.0036271447433723425,0.3814897401632241,0.09698234730569019,0.009915044329909518
time_dependent,prepared,0.01,0.001,0.006,0.703782919394274,0.7633587786140025,-5.093148125467906e-15,3.3360120222337204e-15,0.004330927662766617,0.381430164304003,0.0969400925854748,0.00990541201003587
time_dependent,prepared,0.01,0.001,0.007,0.6983805706729391,0.7633587785852419,6.231126725708691e-15,4.081388005556849e-15,0.005029308233439556,0.3813651860960981,0.09689429362926064,0.009895764027408887
time_dependent,prepared,0.01,0.001,0.008,0.693372575534173,0.7633587785037197,1.1463052729254741e-14,7.508299538864082e-15,0.005722680808973728,0.38129519989311134,0.09684525589130583,0.0098861058246002
time_dependent,prepared,0.01,0.001,0.009000000000000001,0.6886857829305537,0.7633587782954592,-4.2049697057677804e-15,2.7542551584703545e-15,0.006411366591904282,0.38122052689776326,0.09679322835396355,0.009876441133600143
time_dependent,prepared,0.01,0.001,0.01,0.6842672760536794,0.7633587778082384,-8.465450562766819e-16,5.544870124551977e-16,0.007095633867957961,0.38114143539601086,0.09673841912956709,0.009866772644670513
time_dependent,prepared,0.01,0.001,0.011,0.6800773135317743,0.7633587767519524,1.8596235662471372e-15,1.2180534388821243e-15,0.007775711181489736,0.3810581539327854,0.09668100562202102,0.009857102372434746
time_dependent,prepared,0.01,0.001,0.012,0.676085149554275,0.7633587746085554,3.7470027081099033e-16,2.454286786728388e-16,0.008451796331044011,0.3809708803077277,0.09662114146643742,0.00984743187150942
time_dependent,prepared,0.01,0.001,0.013000000000000001,0.6722664173500047,0.7633587705047906,-3.344546861683284e-15,2.1906782177085774e-15,0.009124062748394016,0.3808797879545734,0.09655896145156435,0.009837762370974331
time_dependent,prepared,0.01,0.001,0.014,0.668601416261061,0.7633587630414626,-1.970645868709653e-15,1.2907730703568396e-15,0.009792664164655077,0.38078503060778945,0.09649458512135978,0.009828094862156725
time_dependent,prepared,0.01,0.001,0.015,0.6650739482006449,0.7633587500751676,6.619704784327496e-15,4.3359067959040406e-15,0.010457738112855722,0.38068674580591605,0.09642811947924196,0.009818430158129218
time_dependent,prepared,0.01,0.001,0.016,0.6616705024660507,0.7633587284516938,-1.8735013540549517e-15,1.2271434675640256e-15,0.011119408615321773,0.38058505757993455,0.09635966106348742,0.009808768935325432
time_dependent,prepared,0.01,0.001,0.017,0.6583796693655989,0.7633586936926965,-4.399258735077183e-15,2.8815147920802973e-15,0.011777788284687372,0.3804800785556068,0.09628929757026208,0.009799111763432141
time_dependent,prepared,0.01,0.001,0.018000000000000002,0.6551917087687201,0.7633586396416813,1.4002687898084787e-14,9.171762243142677e-15,0.012432979993456092,0.3803719116247302,0.09621710914370274,0.009789459127359618
time_dependent,prepared,0.01,0.001,0.019,0.6520982263153405,0.7633585580773629,-4.649058915617843e-15,3.0451344695258506e-15,0.013085078219771432,0.38026065129296865,0.09614316941609119,0.009779811443715513
time_dependent,prepared,0.01,0.001,0.02,0.6490919261687913,0.7633584383054928,-5.440092820663267e-15,3.5632623861073925e-15,0.013734170145940224,0.38014638478083324,0.0960675463571756,0.009770169073373882
time_dependent,prepared,0.01,0.001,0.021,0.6461664192961116,0.7633582667419363,-6.3976601794024646e-15,4.1904702275041376e-15,0.014380336565236336,0.38002919293338705,0.09599030297545401,0.00976053233121578
time_dependent,prepared,0.01,0.001,0.022,0.6433160727543794,0.7633580265002494,1.8457457784393227e-15,1.2089646760521207e-15,0.015023652637990714,0.3799091509796415,0.09591149790307113,0.009750901493782327
time_dependent,prepared,0.01,0.001,0.023,0.6405358897483595,0.7633576969974962,-1.3739009929736312e-15,8.999064255050924e-16,0.015664188527739074,0.3797863291723931,0.09583118588807589,0.009741276805362915
time_dependent,prepared,0.01,0.001,0.024,0.6378214131084681,0.7633572535905448,-9.048317650695026e-15,5.926659901465011e-15,0.01630200994084754,0.3796607933319075,0.09574941821208942,0.009731658482892227
time_dependent,prepared,0.01,0.001,0.025,0.6351686468344786,0.763356667254304,1.7208456881689926e-15,1.127157043350818e-15,0.016937178587682022,0.3795326053114926,0.09566624304738226,0.009722046719930382
time_dependent,prepared,0.01,0.001,0.026000000000000002,0.6325739917308323,0.7633559043110517,7.771561172376096e-16,5.0903917350257e-16,0.017569752579412855,0.3794018233989102,0.09558170576418287,0.00971244168992624
time_dependent,prepared,0.01,0.001,0.027,0.6300341921632775,0.7633549262178005,-6.800116025829084e-15,4.4540984752149904e-15,0.018199786771576132,0.37926850266485673,0.09549584919681972,0.009702843548917456
time_dependent,prepared,0.01,0.001,0.028,0.6275462916675082,0.7633536894163072,8.326672684688674e-17,5.454006969597279e-17,0.01882733306324364,0.37913269526710774,0.09540871387557484,0.0096932524377801
time_dependent,prepared,0.01,0.001,0.029,0.6251075956826053,0.7633521452485196,1.27675647831893e-15,8.362827603656395e-16,0.019452440658926245,0.37899445071753907,0.09532033822968233,0.009683668484118222
time_dependent,prepared,0.01,0.001,0.03,0.6227156400498176,0.7633502399372178,1.4710455076283324e-15,9.635455854113035e-16,0.020075156298976063,0.37885381611765523,0.09523075876598644,0.009674091803859877
time_dependent,prepared,0.01,0.001,0.031,0.620368164229663,0.7633479146306417,5.2735593669694936e-15,3.4542305454002404e-15,0.020695524463205727,0.3787108363672538,0.09514001022686543,0.009664522502614202
time_dependent,prepared,0.01,0.001,0.032,0.6180630883980041,0.7633451055075988,-1.8318679906315083e-15,1.1998950261254244e-15,0.02131358755160373,0.378565554350143,0.09504812573043672,0.009654960676832611
time_dependent,prepared,0.01,0.001,0.033,0.6157984937542039,0.7633417439386542,-1.3600232051658168e-15,8.908350787606841e-16,0.021929386045357935,0.37841801109995893,0.09495513689552314,0.009645406414805912
