t,J_full,J_red,Q_outer_full,Q_outer_red,M_full,M_red,mass_bulk_full,mass_coating_full,mass_red,balance_normalized_full,balance_normalized_red,robin_flux_mismatch_red
0.864,1.6613195654468011,1.6044518495202986,1.8612758776770983,1.8031791936006372,2.285538007190405,2.2002935839454625,0.2007420250934137,0.006691693188381911,0.19949853514665086,3.131545919219856e-16,3.132389536118096e-15,1.6209256159527285e-14
0.865,1.6596652937547922,1.6028541116255068,1.8594240323671343,1.8013850698303422,2.28719767248416,2.201896438057088,0.20054226635480013,0.006685018890802645,0.19930000418844698,5.82152015982872e-16,5.10772153643285e-15,2.1760371282653068e-14
0.866,1.6580126583901948,1.6012579543764618,1.8575740163492864,1.7995927185633394,2.28885568514255,2.2034976960114645,0.2003427049968415,0.006678351227227468,0.19910166942425953,2.1142705028411625e-15,5.621776087187873e-15,1.354472090042691e-14
0.867,1.656361657751419,1.5996633762256158,1.8557258278378548,1.797802138068912,2.2905120468003015,2.20509735938769,0.2001433408267539,0.006671690191098782,0.1989035306624173,3.342827403184187e-15,2.3157922967075376e-15,-1.7763568394002505e-15
0.868,1.6547122902384483,1.5980703756269115,1.8538794650488832,1.7960133266180296,2.29216675909054,2.2066954297633172,0.1999441736519444,0.006665035775865415,0.19870558771142635,8.234390032576022e-16,1.0091456788427347e-14,-2.4646951146678475e-14
0.869,1.6530645542527398,1.5964789510356843,1.8520349262000637,1.7942262824832915,2.293819823644793,2.208291908714353,0.19974520327999706,0.0066583879749825894,0.19850784037997896,1.948248804051973e-16,6.5744882637188855e-15,3.175237850427948e-14
0.87,1.651418448197329,1.5948891009089492,1.8501922095108367,1.792441003938936,2.29547124209299,2.209886797815262,0.1995464295186837,0.006651746781911918,0.19831028847694832,7.725749448392734e-16,1.440085629920922e-15,4.440892098500626e-15
0.871,1.6497739704767551,1.5933008237049884,1.8483513132023248,1.7906574892608458,2.2971210160634667,2.2114800986389667,0.19934785217595805,0.006645112190121442,0.19811293181139178,1.0961969218019134e-15,3.1387934855620686e-15,3.774758283725532e-15
0.872,1.648131119497116,1.5917141178836787,1.8465122354973293,1.788875736726554,2.2987691471829637,2.2130718127568505,0.19914947105995787,0.006638484193085524,0.19791577019254875,9.244281557123998e-16,9.386970208553104e-15,3.241851231905457e-14
0.873,1.6464898936659889,1.590128981906373,1.8446749746203535,1.7870957446152496,2.3004156370766298,2.2146619417387567,0.19895128597900397,0.00663186278428501,0.19771880342984102,7.523161531841454e-17,1.8947950804033486e-15,9.769962616701378e-15
0.874,1.6448502913925422,1.588545414235826,1.8428395287976311,1.785317511207733,2.3020604873680224,2.2162504871529927,0.19875329674159833,0.0066252479572070045,0.19752203133286844,1.8826636273736052e-16,5.456848420478095e-15,2.55351295663786e-14
0.875,1.643212311087402,1.586963413336355,1.8410058962570164,1.7835410347864848,2.30370369967911,2.217837450566329,0.1985555031564297,0.006618639705345082,0.19732545371141852,2.284060965973533e-15,1.213840812066447e-15,3.3306690738754696e-15
0.876,1.6415759511627426,1.5853829776736952,1.839174075228124,1.7817663136355932,2.3053452756302724,2.2194228335440025,0.1983579050323634,0.006612038022199135,0.19712907037545663,6.640183458089429e-16,1.5499674410837983e-15,-1.1324274851176597e-14
0.877,1.6399412100322879,1.5838041057150283,1.8373440639421916,1.7799933460407866,2.3069852168403044,2.2210066376497175,0.19816050217845363,0.006605442901275342,0.1969328811351303,1.2840403567454452e-16,8.810089238654387e-16,5.551115123125783e-15
0.878,1.6383080861112398,1.5822267959290928,1.835515860632204,1.7782221302894472,2.3086235249264155,2.2225888644456466,0.19796329440393196,0.00659885433608641,0.1967368858007707,1.512140331278265e-16,2.2944656609539174e-15,0.0
0.879,1.6366765778163408,1.580651046786014,1.8336894635327927,1.7764526646705547,2.310260201504232,2.2241695154924326,0.19776628151821632,0.006592272320151212,0.19654108418288507,2.6337448369338227e-15,5.44501876938025e-15,2.4646951146678475e-14
0.88,1.6350466835658577,1.5790768567574536,1.831864870880265,1.7746849474747783,2.3118952481877977,2.22574859234919,0.19756946333090206,0.0065856968469950716,0.19634547609216882,5.303039334338038e-16,1.4857733972650493e-16,-3.9968028886505635e-15
0.881,1.633418401779551,1.5775042243164497,1.8300420809126536,1.7729189769943583,2.313528666589577,2.227326096573506,0.19737283965176947,0.006579127910149554,0.196150061339491,8.189981524886567e-16,5.690700966710489e-15,2.0872192862952943e-14
0.882,1.6317917308786947,1.575933147937622,1.8282210918696467,1.7711547515232173,2.315160458320456,2.2289020297214437,0.19717641029077823,0.006572565503152668,0.1959548397359047,1.7003547780817806e-15,3.3379000909122317e-15,5.773159728050814e-15
0.883,1.6301666692861343,1.5743636260969278,1.826401901992599,1.7693922693568602,2.316790624989742,2.2304763933475407,0.19698017505807128,0.0065660096195486175,0.1957598110926469,1.838820166485303e-15,7.702072549592076e-15,1.9539925233402755e-14
