x,y,c_red
0.0,1.0,0.27529677087259413
0.0,0.9921875,0.2752980571504031
0.0078125,1.0,0.27390344232906794
0.0,0.984375,0.2752985270805349
0.0078125,0.9921875,0.27390377415206135
0.015625,1.0,0.2724928045323761
0.0,0.9765625,0.27529875143617466
0.0078125,0.984375,0.2739040605990427
0.015625,0.9921875,0.2724929052019503
0.0234375,1.0,0.27106540589945616
0.0,0.96875,0.27529888124792856
0.0078125,0.9765625,0.27390425443808847
0.015625,0.984375,0.27249305538104085
0.0234375,0.9921875,0.27106544170317415
0.03125,1.0,0.2696214632775766
0.0,0.9609375,0.2752989656995411
0.0078125,0.96875,0.27390438454548643
0.015625,0.9765625,0.2724931898153897
0.0234375,0.984375,0.2710655208595591
0.03125,0.9921875,0.2696214770977432
0.0390625,1.0,0.2681611087438306
0.0,0.953125,0.27529902468324335
0.0078125,0.9609375,0.2739044748780745
0.015625,0.96875,0.2724932962533525
0.0234375,0.9765625,0.2710656081325978
0.03125,0.984375,0.2696215204624803
0.0390625,0.9921875,0.26816111346988897
0.046875,1.0,0.26668444958313714
0.0,0.9453125,0.2752990678267337
0.0078125,0.953125,0.2739045399738102
0.015625,0.9609375,0.27249337792306855
0.0234375,0.96875,0.2710656876662915
0.03125,0.9765625,0.26962157642475926
0.0390625,0.984375,0.26816113798721103
0.046875,0.9921875,0.26668444983391515
0.0546875,1.0,0.2651915848229353
0.0,0.9375,0.2752991004277831
0.0078125,0.9453125,0.2739045884076697
0.015625,0.953125,0.2724934405515217
0.0234375,0.9609375,0.2710657549408991
0.03125,0.96875,0.2696216335688984
0.0390625,0.9765625,0.26816117405085765
0.046875,0.984375,0.26668446374714067
0.0546875,0.9921875,0.26519158255849773
0.0625,1.0,0.26368261054463793
0.0,0.9296875,0.27529912566983494
0.0078125,0.9375,0.2739046253915794
0.015625,0.9453125,0.2724934890605371
0.0234375,0.953125,0.2710658101761382
0.03125,0.9609375,0.2696216862243621
0.0390625,0.96875,0.268161214472333
0.046875,0.9765625,0.26668448709832127
0.0546875,0.984375,0.26519159009117305
0.0625,0.9921875,0.2636826067218171
0.0703125,1.0,0.26215762188420877
0.0,0.921875,0.2752991455886403
0.0078125,0.9296875,0.273904654228794
0.015625,0.9375,0.2724935271215049
0.0234375,0.9453125,0.27106585508568454
0.03125,0.953125,0.2696217323491118
0.0390625,0.9609375,0.2681612545472998
0.046875,0.96875,0.26668451549886385
0.0546875,0.9765625,0.2651916051169471
0.0625,0.984375,0.26368261017742306
0.0703125,0.9921875,0.26215761702258283
0.078125,1.0,0.26061671390084734
0.0,0.9140625,0.27529916154773415
0.0078125,0.921875,0.27390467709872734
0.015625,0.9296875,0.2724935573724568
0.0234375,0.9375,0.2710658915831037
0.03125,0.9453125,0.2696217717426543
0.0390625,0.953125,0.2681612917590479
0.046875,0.9609375,0.26668454550744564
0.0546875,0.96875,0.26519162493602655
0.0625,0.9765625,0.2636826195765777
0.0703125,0.984375,0.26215761773572976
0.078125,0.9921875,0.2606167083058616
0.0859375,1.0,0.2590599819994464
0.0,0.90625,0.27529917449398755
0.0078125,0.9140625,0.27390469549070634
0.015625,0.921875,0.27249358170257615
0.0234375,0.9296875,0.2710659213565352
0.03125,0.9375,0.2696218049859397
0.0390625,0.9453125,0.26816132505303886
0.046875,0.953125,0.26668457485829816
0.0546875,0.9609375,0.2651916471420296
0.0625,0.96875,0.26368263321926466
0.0703125,0.9765625,0.26215762320763486
0.078125,0.984375,0.26061670709247575
0.0859375,0.9921875,0.25905997586183105
0.09375,1.0,0.2574875221541962
0.0,0.8984375,0.2752991851043863
0.0078125,0.90625,0.2739047104533732
0.015625,0.9140625,0.2724936014774855
0.0234375,0.921875,0.2710659457795308
0.03125,0.9296875,0.26962183290628006
0.0390625,0.9375,0.26816135421266124
