scenario,initialization,h,T,dt,num_steps,n_layer,n_bulk,ny,full_num_cells,full_num_dofs,reduced_num_cells,reduced_num_dofs,E_L2_T,rel_E_L2_T,rate_E_L2_T,E_B_T,rel_E_B_T,rate_E_B_T,E_J_L2_rel,rate_E_J_L2_rel,E_J_T,rel_E_J_T,rate_E_J_T,E_M_T,rel_E_M_T,rate_E_M_T,J_full_0,J_red_0,initial_flux_mismatch,J_full_T,J_red_T,M_full_T,M_red_T,B_full_T,B_red_T,Q_outer_full_T,Q_outer_red_T,max_full_balance_residual,max_full_balance_normalized,global_full_balance_error,max_reduced_balance_residual,max_reduced_balance_normalized,global_reduced_balance_error,max_reduced_robin_flux_mismatch,full_cumulative_consistency_error,reduced_cumulative_consistency_error,elapsed_seconds
constant,prepared,0.08,1.0,0.0005,2000,16,128,128,36864,18705,32768,16641,0.0005280945865262904,0.0031163586227870954,,0.0004648513594747994,0.0031160359375517668,,0.007057579795441103,,0.0005479656011111167,0.0031250317384676515,,0.0016825564470797638,0.0051952291425846646,,0.7246376811594203,0.7246376811594207,4.440892098500626e-16,0.1753472114749816,0.1747992458738705,0.3238656854012564,0.3221831289541766,0.1491803588889375,0.1487155075294627,0.3245113323955489,0.32350075770373743,1.9923244911485005e-13,1.3747038988982267e-13,9.270362255620057e-15,2.7979658520638218e-12,1.9305964379727954e-12,1.841776731126288e-12,2.7353674880714607e-12,3.885780586188048e-16,8.326672684688674e-16,1454.9055151179996
