scenario,initialization,h,T,dt,num_steps,n_layer,n_bulk,ny,full_num_cells,full_num_dofs,reduced_num_cells,reduced_num_dofs,E_L2_T,rel_E_L2_T,rate_E_L2_T,E_B_T,rel_E_B_T,rate_E_B_T,E_J_L2_rel,rate_E_J_L2_rel,E_J_T,rel_E_J_T,rate_E_J_T,E_M_T,rel_E_M_T,rate_E_M_T,J_full_0,J_red_0,initial_flux_mismatch,J_full_T,J_red_T,M_full_T,M_red_T,B_full_T,B_red_T,Q_outer_full_T,Q_outer_red_T,max_full_balance_residual,max_full_balance_normalized,global_full_balance_error,max_reduced_balance_residual,max_reduced_balance_normalized,global_reduced_balance_error,max_reduced_robin_flux_mismatch,full_cumulative_consistency_error,reduced_cumulative_consistency_error,elapsed_seconds
constant,prepared,0.08,1.0,0.001,1000,8,64,64,9216,4745,8192,4225,0.000528224620475382,0.003117099407759708,,0.0004649667528334178,0.003116771599915385,,0.0070492413880770466,,0.0005480492943058801,0.0031259204429586918,,0.0016826287611301227,0.00519727776498483,,0.7246376811594203,0.7246376811594197,5.551115123125783e-16,0.17532413390122945,0.17477608460692357,0.3237519403843204,0.3220693116231903,0.14918217069420192,0.1487172039413685,0.3245264047967394,0.32351555390826175,9.713150422863137e-15,6.702073791765427e-15,1.1102230246251565e-16,9.46465128492946e-14,6.555760555965551e-14,5.4789506265251475e-14,9.414691248821327e-14,1.1102230246251565e-16,6.938893903907228e-17,606.5059635070002
