x,y,c_full
0.0,1.0,0.2816069116591432
0.0,0.9921875,0.28160743854595244
0.0078125,1.0,0.280186462559256
0.0,0.984375,0.2816075975926926
0.0078125,0.9921875,0.2801865917049446
0.015625,1.0,0.27874863109835
0.0,0.9765625,0.2816076597138742
0.0078125,0.984375,0.2801866906993187
0.015625,0.9921875,0.2787486654937092
0.0234375,1.0,0.2772936944517226
0.0,0.96875,0.281607687682101
0.0078125,0.9765625,0.28018674939397964
0.015625,0.984375,0.2787487145785883
0.0234375,0.9921875,0.2772937029246419
0.03125,1.0,0.2758217931830876
0.0,0.9609375,0.28160770167053484
0.0078125,0.96875,0.28018678301015165
0.015625,0.9765625,0.2787487546221267
0.0234375,0.984375,0.27729372582804857
0.03125,0.9921875,0.2758217931500583
0.0390625,1.0,0.2743330340597541
0.0,0.953125,0.28160770928639467
0.0078125,0.9609375,0.28018680259301126
0.015625,0.96875,0.2787487828390819
0.0234375,0.9765625,0.27729375000338297
0.03125,0.984375,0.27582180302918513
0.0390625,0.9921875,0.27433303061623104
0.046875,1.0,0.2728275146883317
0.0,0.9453125,0.28160771372017235
0.0078125,0.953125,0.2801868143675627
0.015625,0.9609375,0.27874880179018524
0.0234375,0.96875,0.2772937702587324
0.03125,0.9765625,0.2758218165268053
0.0390625,0.984375,0.27433303376413415
0.046875,0.9921875,0.2728275096007589
0.0546875,1.0,0.27130533016679653
0.0,0.9375,0.281607716434635
0.0078125,0.9453125,0.2801868216830898
0.015625,0.953125,0.278748814373427
0.0234375,0.9609375,0.27729378567896273
0.03125,0.96875,0.2758218297344882
0.0390625,0.9765625,0.27433304049166657
0.046875,0.984375,0.2728275090290339
0.0546875,0.9921875,0.2713053241592626
0.0625,1.0,0.26976657516337665
0.0,0.9296875,0.2816077181559184
0.0078125,0.9375,0.2801868263572028
0.015625,0.9453125,0.27874882275264296
0.0234375,0.953125,0.27729379690630374
0.03125,0.9609375,0.27582184098070134
0.0390625,0.96875,0.27433304832243194
0.046875,0.9765625,0.27282751146246925
0.0546875,0.984375,0.2713053213786244
0.0625,0.9921875,0.26976656857815273
0.0703125,1.0,0.26821134467438545
0.0,0.921875,0.2816077192707619
0.0078125,0.9296875,0.2801868294052019
0.015625,0.9375,0.27874882837081766
0.0234375,0.9453125,0.2772938049057171
0.03125,0.953125,0.2758218498865094
0.0390625,0.9609375,0.2743330557728947
0.046875,0.96875,0.27282751539938677
0.0546875,0.9765625,0.2713053210194931
0.0625,0.984375,0.26976656439415403
