scenario,initialization,h,dt,t,J_red,Q_outer_red,bulk_balance_residual,bulk_balance_normalized,robin_flux_mismatch,M_red,mass_red,energy_red
time_dependent,prepared,0.08,0.0005,0.0,0.7246376811594197,0.7246376811594203,0.0,0.0,0.0,0.0,0.36231884057971037,0.08751662815934971
time_dependent,prepared,0.08,0.0005,0.0005,0.7201630934859328,0.724637681160162,1.4344046783687503e-12,9.89739228072445e-13,-1.43562939314279e-12,0.0003600815467429664,0.3623166032858731,0.08751504252637438
time_dependent,prepared,0.08,0.0005,0.001,0.7162998553013518,0.7246376811601557,1.4394457847899389e-12,9.932175915030633e-13,-1.456945675215593e-12,0.0007182314743936423,0.3623124343729426,0.08751210658985198
time_dependent,prepared,0.08,0.0005,0.0015,0.7128070664192311,0.7246376811601618,1.4511360862945466e-12,1.0012838995412098e-12,-1.4666046155298318e-12,0.0010746350076032579,0.3623065190655666,0.08750796306344331
time_dependent,prepared,0.08,0.0005,0.002,0.7095792213628254,0.7246376811601599,1.4160044664590643e-12,9.770430818548025e-13,-1.433297924791077e-12,0.0014294246182846705,0.3622989898356729,0.08750271408722704
time_dependent,prepared,0.08,0.0005,0.0025,0.7065563509747688,0.7246376811601499,1.4116624535986944e-12,9.740470929811696e-13,-1.4290790772975015e-12,0.001782702793772055,0.36228994917057566,0.08749643873382315
time_dependent,prepared,0.08,0.0005,0.003,0.7036996433508648,0.7246376811601499,1.4412741833336185e-12,9.944791864982065e-13,-1.4602763442894684e-12,0.0021345526154474873,0.36227948015167183,0.08748920114304023
time_dependent,prepared,0.08,0.0005,0.0035,0.7009819335502174,0.7246376811601564,1.4261161696005331e-12,9.840201570223999e-13,-1.4418466420806908e-12,0.002485043582222596,0.36226765227786545,0.08748105500043772
time_dependent,prepared,0.08,0.0005,0.004,0.698383171747494,0.7246376811601445,1.416020078970348e-12,9.77053854487609e-13,-1.4237500067793007e-12,0.002834235168096343,0.3622545250231608,0.08747204627358299
time_dependent,prepared,0.08,0.0005,0.0045000000000000005,0.6958879767836228,0.7246376811601409,1.409969363486141e-12,9.728788608035232e-13,-1.4193091146808001e-12,0.0031821791564881543,0.36224015017096967,0.08746221500771818
time_dependent,prepared,0.08,0.0005,0.005,0.6934841960321296,0.7246376811601336,1.4701434514208245e-12,1.0143989814783412e-12,-1.4727108421652702e-12,0.003528921254504219,0.3622245734284074,0.08745159656764381
time_dependent,prepared,0.08,0.0005,0.0055,0.6911620014325734,0.7246376811601319,1.430015827974529e-12,9.867109213004824e-13,-1.4325207686738395e-12,0.0038745022552205055,0.3622078355885384,0.0874402225320264
