scenario,initialization,h,dt,t,J_red,Q_outer_red,bulk_balance_residual,bulk_balance_normalized,robin_flux_mismatch,M_red,mass_red,energy_red
time_dependent,prepared,0.01,0.0005,0.0,0.7633587786259431,0.7633587786259542,0.0,0.0,0.0,0.0,0.38167938931297923,0.09711943748421717
time_dependent,prepared,0.01,0.0005,0.0005,0.7504223027346463,0.7633587786267254,1.5490057153622061e-12,1.0145987435601905e-12,-1.5457635171856055e-12,0.00037521115136732316,0.3816729210750399,0.09711460860540475
time_dependent,prepared,0.01,0.0005,0.001,0.7424661199063405,0.763358778626731,1.5372911277289347e-12,1.0069256886604138e-12,-1.5328849300999536e-12,0.0007464442113204934,0.38166247474567877,0.09710686753208815
time_dependent,prepared,0.01,0.0005,0.0015,0.7362904264294141,0.7633587786267237,1.551855866033236e-12,1.0164655922497118e-12,-1.5537571229629066e-12,0.0011145894245352004,0.3816489405695808,0.09709689992683301
time_dependent,prepared,0.01,0.0005,0.002,0.7310809001457877,0.7633587786267275,1.5337731085196538e-12,1.0046213860783461e-12,-1.531885729377791e-12,0.0014801298746080942,0.3816328016303416,0.09708507806650976
time_dependent,prepared,0.01,0.0005,0.0025,0.72649679048897,0.7633587786267242,1.521789638747606e-12,9.96772213377683e-13,-1.5236700789955648e-12,0.0018433782698525792,0.3816143706362665,0.09707164306209373
time_dependent,prepared,0.01,0.0005,0.003,0.7223588283462611,0.7633587786267131,1.4963863481654016e-12,9.80133058046403e-13,-1.4946932580528483e-12,0.0022045576840257096,0.3815938706611244,0.09705676700259246
time_dependent,prepared,0.01,0.0005,0.0035,0.7185594669052624,0.7633587786267183,1.577959984899735e-12,1.0335637901072235e-12,-1.5799583863440603e-12,0.0025638374174783408,0.3815714710052622,0.09704058056012603
time_dependent,prepared,0.01,0.0005,0.004,0.7150283492671116,0.7633587786267113,1.556789419598914e-12,1.0196970698352376e-12,-1.5554224574998443e-12,0.0029213515921118964,0.38154730579058094,0.09702318730581744
time_dependent,prepared,0.01,0.0005,0.0045000000000000005,0.7117165248344057,0.7633587786267214,1.5656850815837231e-12,1.0255237284352562e-12,-1.5683010445854961e-12,0.003277209854529099,0.38152148466368363,0.09700467195102261
time_dependent,prepared,0.01,0.0005,0.005,0.7085883326962161,0.7633587786267012,1.5265913533291098e-12,9.999173364285886e-13,-1.5287771049088406e-12,0.0036315040208772073,0.3814940994407167,0.09698510546442864
time_dependent,prepared,0.01,0.0005,0.0055,0.705616849974568,0.7633587786266789,1.5202769598765542e-12,9.957814087172062e-13,-1.514677272496101e-12,0.003984312445864491,0.38146522847638975,0.09696454843702204
time_dependent,prepared,0.01,0.0005,0.006,0.7027811637781127,0.7633587786266292,1.5062812108723733e-12,9.866141931195587e-13,-1.5014656185030617e-12,0.0043357030277535475,0.38143493966895853,0.09694305339681858
time_dependent,prepared,0.01,0.0005,0.006500000000000001,0.7000646476339668,0.7633587786265075,1.5402540354259031e-12,1.0088663932022177e-12,-1.542210803506805e-12,0.004685735351570531,0.3814032926034638,0.09692066645998682
time_dependent,prepared,0.01,0.0005,0.007,0.6974538248995056,0.7633587786262208,1.5356466098737087e-12,1.0058485294659162e-12,-1.5339951531245788e-12,0.005034462264020284,0.3813703401265984,0.09689742854432248
time_dependent,prepared,0.01,0.0005,0.0075,0.6949375921782336,0.7633587786255793,1.5399903574575546e-12,1.0086936841341762e-12,-1.5462076063954555e-12,0.0053819310601094005,0.38133612953337376,0.0968733762836693
time_dependent,prepared,0.01,0.0005,0.008,0.6925066726111229,0.7633587786241982,1.5347167980905851e-12,1.0052395027506352e-12,-1.5274448372792904e-12,0.005728184396414962,0.38130070348036665,0.09684854273179576
time_dependent,prepared,0.01,0.0005,0.0085,0.6901532210482864,0.7633587786214272,1.5434320488338926e-12,1.010947991991173e-12,-1.539657290550167e-12,0.0060732610069391055,0.38126410070158145,0.09682295791418202
time_dependent,prepared,0.01,0.0005,0.009000000000000001,0.6878705325480698,0.7633587786160421,1.5667050989875975e-12,1.0261918398491483e-12,-1.567856955375646e-12,0.0064171962732131405,0.38122635657854365,0.09679664926752846
time_dependent,prepared,0.01,0.0005,0.0095,0.685652822980379,0.7633587786059031,1.5579759704564822e-12,1.0204742606747594e-12,-1.5548673459875317e-12,0.00676002268470333,0.3811875036007322,0.09676964199475145
time_dependent,prepared,0.01,0.0005,0.01,0.6834950610763056,0.7633587785875845,1.5375201112277637e-12,1.007075672903791e-12,-1.5382140006181544e-12,0.007101770215241483,0.3811475717419747,0.09674195935525173
time_dependent,prepared,0.01,0.0005,0.0105,0.6813928379132046,0.7633587785554748,1.5516476992161188e-12,1.0163292430793604e-12,-1.552979966845669e-12,0.0074424666341980856,0.3811065887716551,0.09671362290491332
