t,J_full,J_red,Q_outer_full,Q_outer_red,M_full,M_red,mass_bulk_full,mass_coating_full,mass_red,balance_normalized_full,balance_normalized_red,robin_flux_mismatch_red
0.8515,1.6821625684592103,1.624583098712979,1.884553325140492,1.8257301968561361,2.2652433828380216,2.180694406884955,0.20325416141701774,0.006775683342592843,0.20199517200757705,3.4978841515245632e-15,1.2428004479987717e-14,4.4853010194856324e-14
0.852,1.6813249179411522,1.6237740726117498,1.883615674749129,1.8248217717365236,2.266084045296992,2.181506293921261,0.20315301603861471,0.006772303613939593,0.20189464815801475,2.7481268720086605e-15,1.3217507366228611e-14,4.063416270128073e-14
0.8525,1.6804876817510552,1.6229654467412502,1.8826784875170204,1.8239137953990867,2.266924289137868,2.1823177766446316,0.20305192063573158,0.0067689255652455555,0.20179417398368593,1.216264488850323e-15,1.008165456708489e-14,4.39648317751562e-14
0.853,1.6796508596861428,1.6221572209055501,1.8817417632181344,1.8230062676247774,2.267764114567711,2.1831288552550845,0.20295087518396568,0.006765549195680336,0.20169374946032528,2.8246132568705744e-15,1.1274236467739776e-14,4.04121180963557e-14
0.8535,1.6788144515437708,1.6213493949088136,1.8808055016265346,1.822099188194586,2.268603521793483,2.183939529952539,0.2028498796589235,0.006762174504413978,0.20159337456368362,1.2838834618845124e-15,1.3602842910717566e-14,5.1958437552457326e-14
0.854,1.6779784571213578,1.6205419685553373,1.8798697025164042,1.821192556889628,2.2694425110220435,2.1847498009368165,0.20274893403622715,0.0067588014906168606,0.2014930492695151,2.2663702975243148e-15,8.511724321893512e-15,4.196643033083092e-14
0.8545,1.677142876216456,1.6197349416494486,1.8789343656620041,1.8202863734911574,2.270281082460152,2.1855596684076413,0.20264803829150332,0.006755430153459857,0.2013927735535953,1.2260741078550322e-15,9.285981478562268e-15,4.529709940470639e-14
0.855,1.6763077086266798,1.6189283139956125,1.8779994908377267,1.8193806377804964,2.271119236314465,2.1863691325646393,0.20254719240039815,0.006752060492114192,0.20129254739170194,2.527265557540367e-15,1.2242545055725585e-14,4.9960036108132044e-14
0.8555,1.6754729541497786,1.6181220853983957,1.8770650778180906,1.8184753495390633,2.27195697279154,2.1871781936073385,0.20244639633856423,0.006748692505751447,0.2011923707596319,1.5673889254157187e-15,1.0936012926234685e-14,4.196643033083092e-14
0.856,1.6746386125835413,1.617316255662438,1.8761311263776506,1.817570508548417,2.272794292097832,2.1879868517351695,0.2023456500816673,0.00674532619354376,0.20109224363318937,8.506578114185674e-16,9.933590940791737e-15,3.730349362740526e-14
0.8565,1.6738046837259273,1.6165108245924518,1.8751976362911262,1.8166661145901855,2.273631194439695,2.188795107147466,0.20224495360538527,0.006741961554663502,0.20099216598819025,4.3664169835479436e-16,1.0679533899767514e-14,3.042011087472929e-14
0.857,1.672971167374912,1.6157057919932691,1.874264607333391,1.8157621674461233,2.2744676800233825,2.1896029600434623,0.20214430688540513,0.006738598588283521,0.2008921378004647,1.9029284619969898e-15,1.1242786214676995e-14,3.375077994860476e-14
0.8575,1.6721380633286531,1.614901157669837,1.873332039279293,1.814858666898088,2.275303749055047,2.1904104106222975,0.2020437098974301,0.006735237293577148,0.2007921590458502,1.6890415333946916e-15,1.3542411128711806e-14,5.1514348342607263e-14
0.858,1.6713053713853425,1.6140969214271619,1.872399931903884,1.813955612728045,2.2761394017407395,2.191217459083011,0.20194316261717032,0.00673187766971798,0.20069222970019923,1.4156470667018968e-15,1.4757942528160406e-14,4.9960036108132044e-14
0.8585,1.6704730913432873,1.6132930830703711,1.8714682849823097,1.8130530047180171,2.2769746382864113,2.1920241056245464,0.20184266502035092,0.006728519715880075,0.2005923497393755,5.932363553976286e-16,9.675130149769595e-15,2.7755575615628914e-14
0.859,1.66964122300089,1.6124896424046278,1.8705370982898208,1.8121508426501873,2.2778094588979116,2.1928303504457487,0.20174221708270548,0.00672516343123794,0.20049251913925306,1.4096377376826562e-15,8.967735544125396e-15,4.1522341120980855e-14
0.8595,1.6688097661566428,1.61168659923526,1.8696063716017643,1.8112491263068484,2.27864386378099,2.193636193745366,0.20164181877998463,0.0067218088149664165,0.2003927378757174,1.4103394829713375e-15,1.2014013404673328e-14,4.3076653355456074e-14
0.86,1.667978720609173,1.610883953367663,1.8686761046935956,1.8103478554703265,2.2794778531412945,2.19444163572205,0.20154147008794193,0.0067184558662407795,0.2002930059246663,2.0794296970074408e-16,8.96900100501663e-15,3.375077994860476e-14
0.8605,1.6671480861571562,1.6100817046073135,1.8677462973408754,1.8094470299231438,2.280311427184373,2.1952466765743535,0.2014411709823505,0.006715104584236716,0.20019332326200776,3.7894181838625034e-16,3.788796833335077e-15,5.551115123125783e-15
0.861,1.6663178625993715,1.609279852759728,1.8668169493192848,1.8085466494478313,2.2811445861156727,2.1960513165007334,0.20134092143898927,0.006711754968130346,0.20009368986366516,1.5611254444115226e-15,1.76028886182431e-14,6.261657858885883e-14
0.8615,1.6654880497347155,1.6084783976307142,1.8658880604046029,1.807646713827113,2.28197733014054,2.196855555699549,0.20124072143365426,0.00670840701709805,0.19999410570556536,8.702028851410337e-16,5.573696381823518e-15,1.3322676295501878e-15
0.862,1.6646586473621954,1.607677339025908,1.8649596303727098,1.8067472228437471,2.2828096594642213,2.1976593943690617,0.20114057094214968,0.006705060730316844,0.19989457076365633,2.574701619972424e-15,6.836169992565209e-15,2.220446049250313e-14
0.8625,1.6638296552808283,1.6068766767511988,1.86403165899962,1.8058481762806367,2.283641574291862,2.1984628327074374,0.20104046994028962,0.006701716106963929,0.1997950850138933,9.008496806576464e-16,9.88279931572503e-15,3.6193270602780103e-14
0.863,1.663001073289848,1.6060764106125645,1.8631041460613997,1.8049495739207608,2.2844730748285067,2.1992658709127437,0.2009404184039042,0.006698373146217041,0.19969564843223833,7.225282710060805e-16,1.2578778477598326e-14,4.707345624410664e-14
0.8635,1.6621729011885236,1.6052765404160187,1.8621770913342797,1.804051415547248,2.2853041612791007,2.2000685091829517,0.20084041630883184,0.006695031847254205,0.19959626099467256,1.4159661268281698e-16,1.4315868654169562e-14,4.551914400963142e-14
0.864,1.661345138776183,1.6044770659677272,1.8612504945945794,1.8031537009432703,2.286134833848489,2.2008707477159355,0.20074046363092235,0.006691692209253993,0.19949692267718375,1.789479214940903e-15,1.5231170841009347e-14,4.951594689828198e-14
0.8645,1.660517785852311,1.6036779870739084,1.8603243556186764,1.8022564298921222,2.2869650927414154,2.2016725867094724,0.20064056034603922,0.006688354231395251,0.19939763345577624,1.872428713434227e-15,8.077540559125024e-15,2.9531932455029164e-14
0.865,1.6596908422165044,1.6028793035408568,1.859398674183139,1.8013596021772462,2.2877949381625236,2.202474026361243,0.20054070643005653,0.006685017912857342,0.19929839330645777,2.4182028911616864e-15,1.2326500752912176e-14,3.68594044175552e-14
0.8655,1.65886430766835,1.6020810151750215,1.8584734500646038,1.8004632175821116,2.2886243703163576,2.2032750668688306,0.20044090185885813,0.0066816832528198665,0.19919920220525422,8.438054480834913e-16,7.399582599300941e-15,3.7969627442180354e-14
0.866,1.658038182007659,1.6012831217828822,1.8575486830397898,1.7995672758903603,2.2894533894073614,2.204075708429722,0.20034114660834174,0.006678350250463018,0.19910006012820114,2.0395891133972502e-15,8.752820399046423e-15,3.064215547965432e-14
0.8665,1.6572124650342315,1.6004856231710298,1.8566243728855412,1.798671776885701,2.2902819956398783,2.2048759512413074,0.20024144065441643,0.006675018904967262,0.1990009670513424,1.6444431961076096e-15,1.584779197825971e-14,5.0182080713057076e-14
0.867,1.6563871565480357,1.5996885191462233,1.8557005193788192,1.7977767203519524,2.2911101892181525,2.2056757955008806,0.20014178397300134,0.006671689215513516,0.1989019229507409,1.2713387223269118e-15,5.141131585125345e-15,3.108624468950438e-14
0.8675,1.6555622563491281,1.5988918095151394,1.8547771222966838,1.796882106073047,2.291937970346327,2.2064752414056383,0.20004217654002768,0.006668361181283051,0.19880292780246084,3.7410931052002185e-16,1.9871948142186973e-14,6.461498003318411e-14
0.868,1.6547377642376375,1.5980954940848087,1.8538541814163016,1.7959879338329965,2.292765339228446,2.207274289152681,0.1999426183314374,0.006665034801457538,0.1987039815825878,1.2127176168453393e-15,1.4449686833489728e-15,2.4424906541753444e-15
