scenario,initialization,h,dt,t,J_full,Q_outer_full,bulk_balance_residual,bulk_balance_normalized,M_full,mass_bulk_full,energy_bulk_full,mass_coating_full
time_dependent,prepared,0.08,0.0005,0.0,0.7246376811594203,0.7246376811594203,0.0,0.0,0.0,0.36231884057971037,0.08751662815934971,0.07768115942028966
time_dependent,prepared,0.08,0.0005,0.0005,0.7241819889108614,0.724637681160168,-1.7350107895525158e-14,1.1971574447900149e-14,0.0003620909944554307,0.3623186127335849,0.08751646667292143,0.07767020551637346
time_dependent,prepared,0.08,0.0005,0.001,0.7230189924617663,0.7246376811601536,-1.0000680839006293e-14,6.900469778907407e-15,0.0007236004906863139,0.36231780338923614,0.08751589493707897,0.07765438422569648
time_dependent,prepared,0.08,0.0005,0.0015,0.7212906734115787,0.7246376811601588,-1.4647571350279165e-14,1.0106824231682425e-14,0.0010842458273921034,0.36231612988536027,0.08751471696372118,0.07763534900782383
time_dependent,prepared,0.08,0.0005,0.002,0.7191975475983788,0.7246376811601488,-1.2147401140527592e-14,8.381706786955682e-15,0.0014438446011912928,0.3623134098185782,0.08751280920572996,0.07761398659370407
time_dependent,prepared,0.08,0.0005,0.0025,0.7168961122521618,0.7246376811601503,-1.630987012113394e-14,1.125381038357121e-14,0.0018022926573173738,0.3623095390341294,0.0875101040058884,0.07759084979579048
time_dependent,prepared,0.08,0.0005,0.003,0.7144891004512731,0.724637681160155,-1.7850304567801345e-14,1.2316710151770592e-14,0.00215953720754301,0.36230446474377176,0.08750656999661688,0.07756631111101941
time_dependent,prepared,0.08,0.0005,0.0035,0.7120398959217196,0.7246376811601383,-1.2869913468271932e-14,8.880240293098914e-15,0.00251555715550387,0.3622981658511557,0.0875021979072374,0.07754063505951882
time_dependent,prepared,0.08,0.0005,0.004,0.7095867632930486,0.7246376811601482,-2.1154952789537163e-14,1.4596917424766192e-14,0.0028703505371503943,0.36229064039221626,0.08749699157829509,0.07751401702789734
time_dependent,prepared,0.08,0.0005,0.0045000000000000005,0.7071525730204464,0.7246376811601493,-1.4644535584196205e-14,1.0104729553085318e-14,0.0032239268236606174,0.3622818978381502,0.08749096250054779,0.0774866058408435
time_dependent,prepared,0.08,0.0005,0.005,0.7047508112417568,0.7246376811601413,-1.4290651995096937e-14,9.860549876607174e-15,0.0035763022292814957,0.3622719544031905,0.08748412651712534,0.07745851767435784
time_dependent,prepared,0.08,0.0005,0.0055,0.7023891984241765,0.7246376811601284,-1.321859288694327e-15,9.120829091981952e-16,0.003927496828493584,0.3622608301618215,0.08747650181986144,0.07742984505332105
time_dependent,prepared,0.08,0.0005,0.006,0.7000718734236903,0.7246376811601314,-2.6402491304367004e-15,1.821771899999539e-15,0.004277532765205429,0.36224854725795635,0.08746810772152813,0.07740066290646384
time_dependent,prepared,0.08,0.0005,0.006500000000000001,0.6978007295846284,0.7246376811601131,-4.395789288125229e-15,3.033094608803518e-15,0.004626433129997744,0.36223512878216607,0.08745896389928028,0.07737103277853745
time_dependent,prepared,0.08,0.0005,0.007,0.6955762460371677,0.7246376811600902,-7.310124727766265e-15,5.043986062154086e-15,0.0049742212530163275,0.36222059806460766,0.0874490899288892,0.07734100584298989
time_dependent,prepared,0.08,0.0005,0.0075,0.6933980136141458,0.72463768116003,-1.8596235662471372e-15,1.2831402607094468e-15,0.0053209202598234005,0.36220497823083353,0.08743850500117716,0.07731062510771568
time_dependent,prepared,0.08,0.0005,0.008,0.6912650724802499,0.7246376811599036,-4.926614671774132e-15,3.3993641235218957e-15,0.005666552796063525,0.3621882919264912,0.08742722775414653,0.07727992706249633
time_dependent,prepared,0.08,0.0005,0.0085,0.6891761314300174,0.7246376811596283,-3.2682190287403046e-15,2.2550711298301677e-15,0.006011140861778534,0.3621705611516298,0.0874152761792265,0.07724894293073395
time_dependent,prepared,0.08,0.0005,0.009000000000000001,0.6871297114867556,0.7246376811590716,1.186550857568136e-15,8.187200917224071e-16,0.006354705717521912,0.3621518071667927,0.08740266757527464,0.07721769963485046
time_dependent,prepared,0.08,0.0005,0.0095,0.6851242403063759,0.7246376811579842,3.1433189384699745e-15,2.168890067548576e-15,0.0066972678376751,0.36213205044636393,0.0873894185333154,0.07718622055072635
time_dependent,prepared,0.08,0.0005,0.01,0.6831581141769704,0.7246376811559193,3.95516952522712e-16,2.729066972419897e-16,0.007038846894763585,0.3621113106628747,0.08737554494091584,0.07715452610423149
time_dependent,prepared,0.08,0.0005,0.0105,0.6812297384385941,0.7246376811521354,-2.400857290751901e-15,1.6565915306354684e-15,0.007379461763982882,0.36208960669152207,0.08736106199889003,0.0771226342478947
time_dependent,prepared,0.08,0.0005,0.011,0.6793375534071929,0.724637681145385,9.020562075079397e-16,6.224187831925335e-16,0.0077191305406864785,0.36206695662765254,0.08734598424549488,0.07709056084544645
time_dependent,prepared,0.08,0.0005,0.0115,0.6774800505065902,0.7246376811337187,-6.245004513516506e-16,4.309053114479225e-16,0.008057870565939774,0.3620433778123388,0.08733032558487484,0.0770583199847471
time_dependent,prepared,0.08,0.0005,0.012,0.6756557817647079,0.7246376811140908,-4.704570066849101e-15,3.2461533463289524e-15,0.008395698456822129,0.36201888686266115,0.08731409931762694,0.07702592423447663
